	SYMBOL	RAE.GENE	Chr12q
4383	SSSCA1	0.091	
4384	KDM2A	NA	
4385	PMPCB	-1	
4386	VDAC2	0.064	
4387	MRPS7	-1	
4388	DTX4	0.07	
4389	MSH6	-1	
4390	MED28	-1	
4391	PNMAL1	-1	
4392	TRMT11	0.096	
4393	TMEM164	NA	
4394	BICD2	-1	
4395	TMCC1	0.094	
4396	PSMD3	0.075	
4397	GAK	-1	
4398	DOCK2	0.102	
4399	TIMP3	0.091	
4400	ACADSB	0.027	
4401	NA	NA	
4402	SOX13	0.123	
4403	NPM1	0.096	
4404	MCOLN1	0.086	
4405	SMYD3	-1	
4406	ZMYM4	0.07	
4407	USP46	0.032	
4408	LRP3	-1	
4409	DIEXF	NA	
4410	WRAP73	NA	
4411	TRIM23	0.048	
4412	ACKR3	NA	
4413	PDXDC1	0.102	
4414	LSM5	0.123	
4415	HMGA2	0.711	
4416	CUL7	0.075	
4417	ZNF562	0.112	
4418	GOT2	-1	
4419	AAK1	0.043	
4420	UGCG	-1	
4421	KLF10	-1	
4422	EEF1G	-1	
4423	GHR	-1	
4424	REPIN1	-1	
4425	TPK1	0.091	
4426	NKRF	NA	
4427	TARDBP	0.08	
4428	TLE3	0.053	
4429	RPS8	0.075	
4430	LYPLA2	0.075	
4431	IQCJ-SCHIP1	NA	
4432	AURKA	0.139	
4433	PPP2R4	0.064	
4434	DDAH2	NA	
4435	CCNB1IP1	-1	
4436	L3MBTL1	NA	
4437	FGFR1OP	0.075	
4438	SLC12A2	-1	
4439	ADSL	-1	
4440	SENP6	0.059	
4441	ADIPOQ	0.064	
4442	WTAP	-1	
4443	ACSL1	0.075	
4444	REST	0.07	
4445	NUDC	-1	
4446	CD83	0.059	
4447	BACH2	0.064	
4448	POLR2L	0.182	
4449	UPF1	0.091	
4450	CCNT2	0.07	
4451	RALBP1	-1	
4452	MYO1C	-1	
4453	NA	NA	
4454	CSNK1A1	-1	
4455	LPP	-1	
4456	STARD13	0.123	
4457	SOCS1	-1	
4458	MBTPS1	-1	
4459	NOVA1	0.075	
4460	SUV420H1	-1	
4461	RUVBL1	-1	
4462	SC5D	NA	
4463	SCG2	-1	
4464	SERPINI1	-1	
4465	NA	NA	
4466	PSD3	0.078	
4467	C6orf48	NA	
4468	C2orf43	0.048	
4469	GIGYF2	0.048	
4470	NA	NA	
4471	SORBS2	0.075	
4472	BTBD1	0.048	
4473	EIF2B4	-1	
4474	DIEXF	NA	
4475	SOX4	-1	
4476	EFEMP1	-1	
4477	RPP25	-1	
4478	SLC16A7	-1	
4479	GLUD1	0.043	
4480	ATG12	0.075	
4481	RAB3GAP1	-1	
4482	CTTN	0.107	
4483	YY1AP1	0.176	
4484	UBE2K	0.08	
4485	CYP3A4	-1	
4486	ZCCHC8	-1	
4487	MMP19	-1	
4488	FAR2	0.07	
4489	DRAM1	NA	
4490	LAMA4	0.123	
4491	ABCF2	-1	
4492	MRPS15	-1	
4493	DLD	-1	
4494	ATRX	NA	
4495	RAB2A	-1	
4496	ARID4B	-1	
4497	RAB40B	0.075	
4498	SULF1	-1	
4499	ECI1	NA	
4500	LGALS8	0.139	
4501	NEK7	0.112	
4502	RPH3AL	0.08	
4503	SLCO1C1	0.091	
4504	BCL2	0.059	
4505	EEF1G	-1	
4506	PLEK	0.043	
4507	CSF2RA	NA	
4508	MTMR4	0.07	
4509	NA	NA	
4510	CXCL11	-1	
4511	NA	NA	
4512	ARHGAP19	-1	
4513	C2orf68	0.053	
4514	DNAJC16	0.075	
4515	NA	NA	
4516	NOX4	0.123	
4517	FOXO1	0.15	
4518	ASXL1	-1	
4519	FBXO28	0.187	
4520	MUS81	-1	
4521	NA	NA	
4522	FMO3	-1	
4523	PFN1	0.048	
4524	SRSF10	NA	
4525	FUT4	-1	
4526	MYL6	-1	
4527	SLA	0.096	
4528	STOML2	0.118	
4529	ANXA2	0.07	
4530	ZFP36L2	0.048	
4531	ARHGAP10	0.048	
4532	ACTN1	0.075	
4533	NFYA	-1	
4534	TOR1AIP1	-1	
4535	SIK3	NA	
4536	TNIK	-1	
4537	ADAM15	-1	
4538	CARS	0.128	
4539	CARKD	-1	
4540	VAMP4	0.273	
4541	ERP44	0.112	
4542	CD99	NA	
4543	RP2	NA	
4544	KPNA1	0.064	
4545	NA	NA	
4546	BACE1	-1	
4547	MFAP3	0.059	
4548	RAB6A	-1	
4549	ARF3	0.091	
4550	MANEA	0.064	
4551	SREBF1	-1	
4552	ABCC9	-1	
4553	TMEM47	NA	
4554	RELA	0.091	
4555	KCNAB2	0.086	
4556	PIGV	-1	
4557	IMPDH2	-1	
4558	CARD10	0.107	
4559	MATN2	-1	
4560	NDUFAF4	-1	
4561	NA	NA	
4562	COL6A1	0.07	
4563	SLC30A1	-1	
4564	ATG5	0.102	
4565	SLC17A5	0.064	
4566	IRAK1	NA	
4567	EHD1	0.08	
4568	FUS	-1	
4569	TFB1M	0.112	
4570	PICALM	0.134	
4571	RPS28	0.102	
4572	USO1	-1	
4573	NA	NA	
4574	DNAJC10	-1	
4575	TRAPPC13	NA	
4576	SORL1	0.171	
4577	TGFA	0.037	
4578	NA	NA	
4579	PPWD1	0.048	
4580	LARP1	-1	
4581	MKLN1	-1	
4582	IFT81	-1	
4583	BTNL3	-1	
4584	OBSL1	-1	
4585	HSPB11	0.091	
4586	IBTK	0.059	
4587	H3F3A	-1	
4588	RCOR1	0.107	
4589	VSIG10	NA	
4590	PCNXL4	NA	
4591	CR1	-1	
4592	CYP1B1	0.053	
4593	SNCA	0.043	
4594	RPS18	NA	
4595	TUBA1B	-1	
4596	PPFIBP1	-1	
4597	GPATCH8	-1	
4598	LTB	NA	
4599	RP3-430N8.11	NA	
4600	COPE	0.091	
4601	TPM1	0.053	
4602	EIF4EBP1	-1	
4603	LSM6	0.043	
4604	LCP1	-1	
4605	USP20	0.059	
4606	ANKRD12	0.059	
4607	PCDH1	-1	
4608	PDIA5	-1	
4609	BANP	-1	
4610	MEA1	0.075	
4611	RPS10	-1	
4612	LIN37	0.07	
4613	EYA1	0.128	
4614	PCM1	-1	
4615	GRHPR	0.123	
4616	DAD1	-1	
4617	ESD	0.139	
4618	UBE2N	0.182	
4619	TUBA1B	-1	
4620	ST3GAL6	0.053	
4621	PIK3R1	0.048	
4622	BIN1	0.08	
4623	SUCLA2	0.15	
4624	PPM1F	0.086	
4625	HIVEP1	0.053	
4626	CTTN	0.107	
4627	SCML1	NA	
4628	NA	NA	
4629	NA	NA	
4630	ADORA3	-1	
4631	ARL4C	-1	
4632	PIBF1	-1	
4633	LEPREL1	-1	
4634	IFIH1	0.048	
4635	PTP4A2	-1	
4636	NAIP	NA	
4637	CDK1	NA	
4638	ZNF85	0.102	
4639	MAPK9	-1	
4640	NA	NA	
4641	ZNF318	0.075	
4642	NIPBL	0.134	
4643	YWHAQ	-1	
4644	DUSP3	0.08	
4645	GSTZ1	0.075	
4646	MALL	-1	
4647	HIP1	0.08	
4648	IGBP1	NA	
4649	OGFR	0.171	
4650	ZNF3	0.064	
4651	SOWAHC	NA	
4652	ZNHIT6	-1	
4653	WNT2B	-1	
4654	FPGS	-1	
4655	LYPLA2	0.075	
4656	SAMD4A	0.086	
4657	GGA2	-1	
4658	KIFAP3	0.214	
4659	ETFA	0.064	
4660	LPL	-1	
4661	TLR7	NA	
4662	NAPA	0.102	
4663	DIXDC1	0.179	
4664	CYTH2	0.107	
4665	LIMK2	0.102	
4666	RP11-553L6.5	NA	
4667	RUNX1T1	0.118	
4668	LPCAT1	0.155	
4669	TNFSF9	0.091	
4670	FCN3	-1	
4671	CTSF	0.091	
4672	MIA3	0.139	
4673	PUM2	-1	
4674	LDLRAP1	0.07	
4675	EPB41L2	-1	
4676	KLHL22	-1	
4677	ATP6V1D	0.091	
4678	UBAP2L	0.182	
4679	BMP2K	-1	
4680	CHST1	-1	
4681	SF1	0.075	
4682	SNRPF	0.203	
4683	GAPDH	-1	
4684	TNFSF4	0.176	
4685	SF3B5	0.155	
4686	TEX10	0.112	
4687	LMF1	0.059	
4688	CLDN5	0.086	
4689	IKBKB	0.096	
4690	C5orf28	0.128	
4691	RALGAPB	NA	
4692	PVRL3	0.053	
4693	PCM1	-1	
4694	PPP2R4	0.064	
4695	RAPGEF5	-1	
4696	TMSB15A	NA	
4697	MECP2	NA	
4698	PINK1	-1	
4699	NA	NA	
4700	AP2A2	-1	
4701	CYP51A1	0.07	
4702	MEGF9	-1	
4703	OASL	-1	
4704	ACP5	0.118	
4705	CCDC170	NA	
4706	NAAA	-1	
4707	FAM20B	-1	
4708	ERLIN2	0.096	
4709	NA	NA	
4710	ESF1	-1	
4711	RIN3	-1	
4712	C2CD3	-1	
4713	SLC1A1	0.107	
4714	C4orf27	-1	
4715	SYNJ1	0.086	
4716	NA	NA	
4717	YWHAZ	-1	
4718	DNAJC10	-1	
4719	FOXC1	0.048	
4720	EFNA1	-1	
4721	BRMS1	0.086	
4722	B4GALNT1	0.626	
4723	ABHD17A	NA	
4724	NA	NA	
4725	GSPT1	-1	
4726	STAG2	NA	
4727	GLRX3	-1	
4728	ZNF551	-1	
4729	WBP11	0.08	
4730	SSB	0.059	
4731	PRND	-1	
4732	CASP10	-1	
4733	HEMK1	-1	
4734	TFAM	0.037	
4735	CTR9	-1	
4736	TSKS	0.102	
4737	S100A10	-1	
4738	VPS51	NA	
4739	MARCH6	NA	
4740	SORT1	0.064	
4741	ZMYM6	-1	
4742	SLC11A1	0.07	
4743	DLC1	-1	
4744	HPS4	0.091	
4745	PER2	-1	
4746	BTAF1	-1	
4747	DCAF15	NA	
4748	MAP3K7CL	NA	
4749	RYBP	0.096	
4750	USP13	0.064	
4751	LSM5	0.123	
4752	BRCC3	NA	
4753	LAX1	-1	
4754	SNRNP27	-1	
4755	SACS	-1	
4756	SGCD	0.091	
4757	GSTM4	0.053	
4758	ACTR2	0.048	
4759	NA	NA	
4760	KIF3B	0.123	
4761	NA	NA	
4762	AKAP7	-1	
4763	TFDP2	0.075	
4764	SEC23A	-1	
4765	YES1	0.096	
4766	MGAT1	0.096	
4767	NA	NA	
4768	ST3GAL4	-1	
4769	SMAD6	0.053	
4770	RBM15	0.053	
4771	TNPO1	0.053	
4772	MEAF6	NA	
4773	MTDH	-1	
4774	CDK5RAP1	0.118	
4775	ACTG1	0.064	
4776	ERG	-1	
4777	TMUB2	-1	
4778	CD164	0.091	
4779	PRKCH	0.075	
4780	GRSF1	0.064	
4781	UBQLN4	0.166	
4782	DCTD	-1	
4783	HIF1A	-1	
4784	C21orf33	-1	
4785	SLC35A3	0.075	
4786	ZNF20	0.102	
4787	RAD23B	-1	
4788	RPL36A	NA	
4789	COPS7B	-1	
4790	SFXN1	0.091	
4791	DSP	0.059	
4792	MAPT	0.064	
4793	GEMIN6	-1	
4794	HAUS2	NA	
4795	MLYCD	0.075	
4796	ASIC1	NA	
4797	GMCL1	-1	
4798	HNRNPC	-1	
4799	DDX49	0.091	
4800	TNFRSF21	-1	
4801	VPS8	-1	
4802	MERTK	0.075	
4803	LRP4	-1	
4804	IMPDH1	-1	
4805	ADNP2	0.107	
4806	CENPF	-1	
4807	WRAP53	0.053	
4808	DCN	0.264	
4809	FAHD2A	-1	
4810	NCOR1	0.08	
4811	DSE	-1	
4812	TRIP4	-1	
4813	SYDE1	0.107	
4814	SLC29A3	-1	
4815	ARHGAP1	0.123	
4816	MED6	-1	
4817	SNX17	-1	
4818	MED16	-1	
4819	CKAP5	-1	
4820	COPS8	-1	
4821	CDH11	-1	
4822	AGO3	NA	
4823	SERPINE1	0.064	
4824	FNBP1	0.064	
4825	ARIH1	0.064	
4826	NPM1	0.096	
4827	RUNX3	0.075	
4828	NSFL1C	0.07	
4829	RPL13	-1	
4830	CNOT1	0.102	
4831	LAT2	0.075	
4832	C14orf2	0.118	
4833	SPATA6	0.075	
4834	LANCL2	-1	
4835	RANBP2	-1	
4836	FGF7	-1	
4837	GPR161	0.193	
4838	NCOR1	0.08	
4839	YIF1A	-1	
4840	DEDD	-1	
4841	NIPBL	-1	
4842	ATP8B1	-1	
4843	NA	NA	
4844	YWHAQ	-1	
4845	LAMB1	0.07	
4846	INSIG1	-1	
4847	GALT	-1	
4848	RPE	0.053	
4849	SUMO1	-1	
4850	TSPAN13	-1	
4851	SNX6	-1	
4852	KDM2A	NA	
4853	API5	0.107	
4854	CUL5	-1	
4855	VOPP1	NA	
4856	KPNA1	0.064	
4857	AP2A2	-1	
4858	TMEM246	NA	
4859	B4GALT5	-1	
4860	ZNF75D	NA	
4861	IL6ST	-1	
4862	KDM5B	NA	
4863	PUM1	0.07	
4864	NA	NA	
4865	SLC11A1	0.07	
4866	TRAPPC10	0.086	
4867	MUM1	0.096	
4868	CD163	-1	
4869	GART	-1	
4870	LTBP4	0.086	
4871	ITSN1	-1	
4872	PTPRF	-1	
4873	MEST	0.08	
4874	RAPGEF5	-1	
4875	GALNT10	0.059	
4876	AKAP1	-1	
4877	RMND5A	-1	
4878	FZR1	-1	
4879	NA	NA	
4880	UBC	0.112	
4881	RPS6	-1	
4882	ITGAV	-1	
4883	NA	NA	
4884	EIF4ENIF1	-1	
4885	C2CD5	NA	
4886	DHRS7	0.08	
4887	SDC2	-1	
4888	RHOT1	-1	
4889	PDE4A	-1	
4890	EBAG9	-1	
4891	ZNF224	-1	
4892	NAB1	-1	
4893	BDKRB1	-1	
4894	NA	NA	
4895	KLHL24	-1	
4896	NOP16	-1	
4897	UMPS	-1	
4898	PSMF1	0.07	
4899	CERK	-1	
4900	GNAL	-1	
4901	TPP1	-1	
4902	INTS9	-1	
4903	ARHGAP35	NA	
4904	SEL1L	-1	
4905	ASPH	-1	
4906	MICU2	NA	
4907	NA	NA	
4908	MICAL2	0.123	
4909	NUBP2	0.043	
4910	C4orf19	-1	
4911	CD68	0.053	
4912	INHBB	-1	
4913	CFLAR	0.075	
4914	SUPT5H	-1	
4915	CD46	0.118	
4916	ZNF350	-1	
4917	SHOX2	-1	
4918	SLC25A4	0.075	
4919	AGK	0.08	
4920	SMC2	0.112	
4921	LAP3	0.053	
4922	ANGEL1	-1	
4923	WDR59	-1	
4924	RPS6KA2	-1	
4925	MAK	0.053	
4926	TCF4	-1	
4927	ZMYM4	0.07	
4928	EIF4G3	0.07	
4929	NASP	0.075	
4930	COG4	-1	
4931	BIRC2	-1	
4932	EIF2B4	-1	
4933	SLC4A7	-1	
4934	CRCP	0.075	
4935	PAN2	0.086	
4936	PFDN5	-1	
4937	AGPAT5	-1	
4938	NR3C1	-1	
4939	EDF1	0.075	
4940	TBX21	-1	
4941	PDGFA	-1	
4942	C2orf43	0.048	
4943	GYPC	-1	
4944	TRAK1	-1	
4945	MACF1	-1	
4946	RBM25	-1	
4947	BRD3	0.053	
4948	DPT	-1	
4949	ENC1	0.043	
4950	WIF1	0.214	
4951	LAPTM5	0.08	
4952	ANTXR1	0.043	
4953	HNRNPD	-1	
4954	PRDX2	-1	
4955	FPR3	-1	
4956	NFKB2	0.053	
4957	CHD9	-1	
4958	MAPRE1	0.123	
4959	ZFAND6	0.053	
4960	HSPB2	0.176	
4961	ADIPOR1	0.123	
4962	SPAG16	0.053	
4963	CD200	0.053	
4964	UBL5	0.112	
4965	ANGEL1	-1	
4966	ATG4B	NA	
4967	NA	NA	
4968	ZNF623	0.075	
4969	ATP9A	-1	
4970	FLNA	NA	
4971	COL21A1	0.064	
4972	KPNA1	0.064	
4973	SKIV2L	NA	
4974	ZNF93	0.086	
4975	TXNDC9	0.075	
4976	NA	NA	
4977	ATF2	-1	
4978	DDX3X	NA	
4979	TUBGCP3	-1	
4980	PAPOLA	0.102	
4981	MBNL2	0.134	
4982	TMSB15B	NA	
4983	NAT9	0.075	
4984	RGS5	-1	
4985	FAM189A2	NA	
4986	BNC2	-1	
4987	NA	NA	
4988	VAPA	-1	
4989	KIF5B	0.064	
4990	PLXDC1	-1	
4991	AR	NA	
4992	DOCK6	-1	
4993	C17orf85	-1	
4994	GALC	-1	
4995	NRIP3	-1	
4996	MMP16	0.118	
4997	AKIRIN2	-1	
4998	FURIN	-1	
4999	EXOSC2	-1	
5000	DCTN4	-1	
5001	RYBP	0.096	
5002	DDX18	-1	
5003	CDK1	NA	
5004	NR1H3	0.128	
5005	DGUOK	0.043	
5006	AZIN1	0.107	
5007	MED8	0.086	
5008	RBM7	0.16	
5009	APITD1	0.075	
5010	MORF4L1	-1	
5011	HSD17B10	NA	
5012	ZNF34	0.118	
5013	LAMA2	-1	
5014	ENOX2	NA	
5015	PPP2R4	0.064	
5016	VDAC3	0.096	
5017	SDHAF1	NA	
5018	ENSA	-1	
5019	BAI2	0.086	
5020	SOX12	-1	
5021	NDUFA5	0.07	
5022	INTS3	0.171	
5023	RPL35	0.091	
5024	PRKCB	-1	
5025	ERLIN1	0.048	
5026	EHD1	0.08	
5027	TAF1C	-1	
5028	FLNA	NA	
5029	EXOSC7	-1	
5030	SLC35D2	0.112	
5031	PDAP1	-1	
5032	FLII	-1	
5033	IRF5	0.07	
5034	ADAM9	0.086	
5035	TBC1D17	0.107	
5036	ANPEP	0.059	
5037	CCNG1	0.08	
5038	ITGB5	0.064	
5039	RAB3GAP2	-1	
5040	METTL21D	NA	
5041	TOR1B	0.064	
5042	BCL6	-1	
5043	ARAP3	-1	
5044	ATXN7	0.086	
5045	ASF1A	0.112	
5046	ZNF197	-1	
5047	SMARCA4	0.123	
5048	SGPL1	-1	
5049	DCP1A	0.107	
5050	FBXO9	-1	
5051	FABP4	-1	
5052	KLHL22	-1	
5053	DYNLRB1	-1	
5054	STX12	-1	
5055	MYO6	-1	
5056	ITGA6	-1	
5057	TNN	-1	
5058	TUBA1B	-1	
5059	EIF2S1	0.091	
5060	CORO1B	-1	
5061	TMED7	0.075	
5062	MSANTD2	NA	
5063	SNX16	-1	
5064	SSH3	0.091	
5065	DDAH2	NA	
5066	TBCD	0.08	
5067	ARF3	0.091	
5068	NBR1	-1	
5069	NA	NA	
5070	MID2	NA	
5071	N4BP2L1	0.139	
5072	MSR1	-1	
5073	PIGZ	0.118	
5074	SSR1	-1	
5075	FYB	0.15	
5076	ERCC1	-1	
5077	RNPEP	-1	
5078	RPH3A	0.096	
5079	NA	NA	
5080	ZRSR2	NA	
5081	ACKR5	NA	
5082	SEC23B	0.064	
5083	C19orf54	-1	
5084	FGFR2	0.027	
5085	VAT1	0.091	
5086	AGPAT3	-1	
5087	KIF13A	0.091	
5088	DDX17	0.096	
5089	ALDH5A1	0.064	
5090	TNPO3	-1	
5091	VPS4A	0.107	
5092	MYD88	-1	
5093	MBNL1	0.048	
5094	NME6	-1	
5095	STX7	-1	
5096	EIF4A3	-1	
5097	PPP6R2	NA	
5098	BIN1	0.08	
5099	EMX2	-1	
5100	GLG1	-1	
5101	RPL21	-1	
5102	ADAM10	-1	
5103	EFR3A	0.091	
5104	MPST	0.091	
5105	DDA1	-1	
5106	TMEM63A	-1	
5107	ARHGAP15	0.053	
5108	KCNAB1	0.059	
5109	TAL1	-1	
5110	RPL27A	-1	
5111	TAF12	-1	
5112	LAMC1	0.086	
5113	MAP2K3	-1	
5114	RMND5B	-1	
5115	SIX2	0.048	
5116	TXNRD1	-1	
5117	ZKSCAN5	0.064	
5118	WAC	0.059	
5119	CALR	0.096	
5120	STK39	-1	
5121	FKBP1B	0.053	
5122	STIP1	0.08	
5123	FLRT2	-1	
5124	NA	NA	
5125	MAP4K1	-1	
5126	BPTF	0.064	
5127	SNX27	0.155	
5128	ADH1A	0.037	
5129	MMP9	0.123	
5130	IDH3B	0.096	
5131	ETFDH	0.048	
5132	WDTC1	-1	
5133	MADD	-1	
5134	SET	0.08	
5135	AAGAB	NA	
5136	IQGAP2	0.064	
5137	SIGIRR	0.176	
5138	VEZF1	-1	
5139	AOX1	0.048	
5140	NA	NA	
5141	NDEL1	-1	
5142	PPP1R8	0.075	
5143	SON	0.086	
5144	LINC00341	NA	
5145	MAP2K3	-1	
5146	ZNF329	-1	
5147	NA	NA	
5148	NCOR1	-1	
5149	CABIN1	-1	
5150	NA	NA	
5151	GALNT10	0.059	
5152	UQCRFS1	-1	
5153	VEGFC	0.064	
5154	CD44	0.118	
5155	C14orf1	-1	
5156	SCCPDH	0.166	
5157	SPCS1	-1	
5158	AIP	0.091	
5159	ERAL1	-1	
5160	MICAL1	0.096	
5161	MRPL3	-1	
5162	SAMM50	0.102	
5163	CLTB	-1	
5164	ACBD3	-1	
5165	CPT1B	-1	
5166	CHTOP	NA	
5167	NA	NA	
5168	HIGD1A	0.064	
5169	PDSS1	-1	
5170	VAMP3	-1	
5171	GGA2	-1	
5172	LARP4B	NA	
5173	DDX18	-1	
5174	COLEC12	-1	
5175	VWA8	NA	
5176	METTL7A	0.096	
5177	SDF2L1	-1	
5178	ACTR2	0.048	
5179	KCNMB4	0.61	X
5180	FBLN1	-1	
5181	NA	NA	
5182	NA	NA	
5183	MCC	-1	
5184	MAP2K5	0.053	
5185	COL11A1	-1	
5186	NA	NA	
5187	NA	NA	
5188	ZBTB5	-1	
5189	VASH2	-1	
5190	RWDD2A	-1	
5191	ARHGEF10L	0.075	
5192	API5	0.107	
5193	PTPRE	-1	
5194	RWDD3	-1	
5195	KIAA1467	-1	
5196	KLHL18	0.112	
5197	LAMTOR2	NA	
5198	LMO4	0.048	
5199	SOX4	-1	
5200	RCN2	-1	
5201	LIMD1	-1	
5202	POLE	-1	
5203	ZNF606	-1	
5204	ACYP2	-1	
5205	SF3A1	0.102	
5206	SAC3D1	-1	
5207	RNF114	-1	
5208	TMEM123	-1	
5209	PRIM2	-1	
5210	ZNF415	-1	
5211	QARS	-1	
5212	FAN1	NA	
5213	SIAH1	-1	
5214	CS	-1	
5215	KRR1	0.299	
5216	VKORC1	-1	
5217	BCAM	0.107	
5218	RAD21	0.102	
5219	UNC119B	0.128	
5220	FLT4	-1	
5221	ATMIN	0.091	
5222	EMILIN1	-1	
5223	PTP4A1	-1	
5224	CD1D	0.187	
5225	SART3	-1	
5226	RCHY1	-1	
5227	LPAR1	0.102	
5228	TRIM45	-1	
5229	DZIP3	-1	
5230	FTO	0.075	
5231	CLIC4	-1	
5232	NA	NA	
5233	SLC9A6	NA	
5234	CASP1	-1	
5235	EIF3A	0.059	
5236	OPTN	0.064	
5237	GOLGA8A	-1	
5238	RPS23	0.048	
5239	PAXIP1	0.07	
5240	RMDN1	NA	
5241	NELL2	0.07	
5242	PMAIP1	0.053	
5243	PASK	-1	
5244	ATF2	0.043	
5245	RCN1	-1	
5246	TBC1D16	-1	
5247	PTEN	0.037	
5248	PITPNA	0.064	
5249	HSPA13	0.07	
5250	TBL1X	NA	
5251	LTBP2	0.08	
5252	SMG9	NA	
5253	DISC1	-1	
5254	PARPBP	NA	
5255	SMG1	0.053	
5256	IDH3B	0.096	
5257	ANP32B	-1	
5258	ZFR	-1	
5259	NA	NA	
5260	TMEM131	0.075	
5261	HOXB2	-1	
5262	U2AF2	-1	
5263	LMO3	0.091	
5264	DENND5B	-1	
5265	ARF6	0.091	
5266	SH3GLB2	-1	
5267	PSMC5	-1	
5268	TNK2	-1	
5269	GTSE1	-1	
5270	SLC15A3	-1	
5271	MARCH3	NA	
5272	HIATL1	0.107	
5273	LEF1	-1	
5274	SYDE1	0.107	
5275	PICK1	0.102	
5276	PRPF31	0.091	
5277	ANKRD40	-1	
5278	GUCY1B3	-1	
5279	NKTR	-1	
5280	TVP23B	NA	
5281	FAM8A1	0.091	
5282	LSM14A	-1	
5283	USP10	0.086	
5284	RHOT2	-1	
5285	HIRA	-1	
5286	TM9SF2	-1	
5287	BCAT1	-1	
5288	TCF21	0.134	
5289	SMARCC1	-1	
5290	TSPAN6	NA	
5291	TOX	0.128	
5292	NDUFS7	0.096	
5293	TASP1	-1	
5294	CDK12	NA	
5295	MACF1	0.086	
5296	IFIT1	-1	
5297	MYH14	0.102	
5298	CLEC2D	-1	
5299	POLE2	-1	
5300	LRIG2	-1	
5301	ACSL5	-1	
5302	ARHGAP29	0.053	
5303	CYR61	-1	
5304	NA	NA	
5305	TMEM87A	-1	
5306	DGKZ	-1	
5307	IFIT3	-1	
5308	GAPDH	-1	
5309	IDS	NA	
5310	PDS5B	-1	
5311	ERCC1	-1	
5312	ETHE1	0.091	
5313	SULF1	-1	
5314	USP18	-1	
5315	HK1	0.048	
5316	SRM	0.08	
5317	PABPC3	-1	
5318	SYNM	-1	
5319	UBXN7	-1	
5320	DIEXF	NA	
5321	HSP90B1	0.096	
5322	TMEM115	0.08	
5323	RGS2	0.102	
5324	EGLN2	0.091	
5325	FLAD1	-1	
5326	PRPF4	0.091	
5327	ELP4	0.123	
5328	TMEM251	NA	
5329	GNAI3	-1	
5330	ZFAND5	-1	
5331	TTC3	0.091	
5332	SLC25A46	-1	
5333	DDX19A	0.096	
5334	HNRNPC	-1	
5335	CDC14B	-1	
5336	SNRPC	-1	
5337	UCHL3	0.139	
5338	EFHD2	-1	
5339	FTSJ1	NA	
5340	PROSC	-1	
5341	GTF3C1	0.043	
5342	XAF1	0.048	
5343	UROD	-1	
5344	VRK3	-1	
5345	ATP5L	-1	
5346	ATG13	NA	
5347	UBIAD1	-1	
5348	FZD7	-1	
5349	TNIP2	-1	
5350	SLC38A1	0.096	
5351	SPRED2	-1	
5352	FMR1	NA	
5353	KARS	0.102	
5354	ADAM17	0.053	
5355	DNAJC8	-1	
5356	OXSR1	0.053	
5357	GUCY1A3	0.048	
5358	F7	-1	
5359	PILRA	0.07	
5360	MIF	-1	
5361	HSPA6	-1	
5362	KIAA0232	-1	
5363	MN1	-1	
5364	GAS2L1	0.112	
5365	BGN	NA	
5366	PLCL1	-1	
5367	REL	-1	
5368	XPO4	0.15	
5369	MED1	-1	
5370	NA	NA	
5371	MCAT	0.096	
5372	ACTG1	0.064	
5373	IDS	NA	
5374	MDC1	NA	
5375	PARP1	-1	
5376	PIK3C2A	0.171	
5377	TCF7	0.059	
5378	PRKAB1	0.107	
5379	PCYOX1	0.053	
5380	NA	NA	
5381	PTPRC	-1	
5382	RBM6	-1	
5383	ITGB4	-1	
5384	COQ4	0.112	
5385	STX2	0.102	
5386	RNASE1	-1	
5387	IFT74	-1	
5388	SCPEP1	-1	
5389	EZR	-1	
5390	UBE2B	0.075	
5391	SORL1	0.171	
5392	NA	NA	
5393	MFHAS1	0.08	
5394	TXNL4B	-1	
5395	ZFPL1	0.091	
5396	STXBP3	-1	
5397	ACTR10	-1	
5398	HCLS1	-1	
5399	KLHL24	0.08	
5400	CD2BP2	-1	
5401	B4GALT1	0.128	
5402	TRIM24	0.08	
5403	MLLT3	0.15	
5404	SIPA1	-1	
5405	NA	NA	
5406	TFRC	0.139	
5407	MAPRE1	-1	
5408	RPS3A	-1	
5409	PRRC2C	NA	
5410	SLC25A22	-1	
5411	LITAF	-1	
5412	ALG13	NA	
5413	CLCF1	0.091	
5414	SRP9	-1	
5415	METTL7A	-1	
5416	MLXIPL	-1	
5417	LARGE	-1	
5418	CTSS	0.182	
5419	DHRS7B	-1	
5420	CLTA	0.139	
5421	SLC25A1	0.086	
5422	SLC41A3	0.053	
5423	RPL28	-1	
5424	TOR3A	0.107	
5425	ENOSF1	0.096	
5426	KIAA0247	0.08	
5427	HS2ST1	-1	
5428	SDHC	0.203	
5429	ZNF93	0.086	
5430	SLC17A7	0.102	
5431	BTBD3	-1	
5432	SET	0.08	
5433	VPS4B	-1	
5434	ATG12	-1	
5435	NA	NA	
5436	FOXO1	0.15	
5437	PCNXL3	0.086	
5438	SLC35F6	NA	
5439	TXNL1	0.07	
5440	SNRPN	-1	
5441	C1QBP	0.048	
5442	ATP5S	0.107	
5443	PDK3	NA	
5444	NCAPG	0.048	
5445	STX16	0.16	
5446	DGCR8	-1	
5447	PREPL	-1	
5448	C1GALT1C1	NA	
5449	SENP6	0.059	
