	FDR	FC	NF1300	NF1347	NF1311	NF1341	WD1297	WD1349	WD1306	WD1340
CD247	0.0934200228771798	3.64102470392601	117.980291555282	262.783558150856	142.434102672997	437.85941708997	443.83118497821	3374.75241585551	534.545443203002	415.556620111155
PTGS1	0.0935841812964586	-2.12155125079292	1404.09511817989	3220.14137924541	1190.84249775784	1261.61008813044	438.310896607835	1507.71046460285	447.11461501866	1145.65057146666
TMEM52	0.0939606965914656	-3.2430172090453	125.759211877608	190.483319929457	98.0693821682928	141.530316635142	64.0353450963587	20.9918737905392	28.7747029467454	68.8767878637273
DUSP6	0.0942127367655884	2.62639586176238	21898.9571940689	10141.4987997479	15069.995059861	13878.8166750336	51252.5653459166	32935.0151612507	15697.7071767937	81874.985680077
LRFN5	0.0942127367655884	3.79668679785999	165.950300209627	205.777601091676	98.0693821682928	228.881058933393	674.579238859917	225.971347274628	294.387345532088	3800.85074361335
CXCL9	0.0944055898107856	4.2286846228015	146.502999403811	3851.37807448609	1035.56597599138	201.791271764948	3365.16779058106	3573.55780881297	4510.9880465744	757.644666501
ATAD2	0.0955625475704234	2.04648143835623	891.982863626746	1251.35027690884	588.416293009757	503.096047413981	1403.25730374952	1710.22030587628	1697.70747385798	1422.30566938597
GTSE1	0.0955625475704234	3.54665514905811	37.5981148912436	145.990865639365	149.43905854216	41.4639599517017	458.183934741188	280.303255908965	264.505923241237	178.505675213493
EZH2	0.0955625475704234	2.28395665131683	567.861183529818	600.648132916243	260.35085980392	344.980146798158	877.725850889745	1334.83620985723	1189.72329491351	613.003411987173
ROGDI	0.0955625475704234	1.96076238521403	578.23307729292	946.855042861022	596.588741523781	1405.90466876237	1820.59110454992	1407.69036007145	982.766777565768	2714.31941506305
RP1-177G6.2	0.0955625475704234	-3.21861970594744	77.7892032232627	55.6155678626151	1077.59571120636	226.669647735969	30.9136148741042	4.93926442130335	305.454538973144	147.511120674816
MMRN1	0.0956317527046632	-5.47068747140069	1693.21165682635	696.584987479253	517.199241673259	1007.85065322603	170.024881807573	948.338768890243	122.845847195721	44.7699121114227
WNT11	0.0956567765823834	-1.95230981933071	8196.38904629112	3349.44757452599	4089.72673494678	10686.6446115519	4289.26406378196	2442.46625633451	2581.97622979835	3019.67317459224
GAS2	0.0961125512714246	3.00688434131176	59.6383891378347	44.492454290092	32.6897940560976	54.7324271362463	121.446344148267	87.6719434781344	99.6047409695035	365.046975677755
NABP1	0.0962020871027811	2.09497381213817	9398.23223609053	2843.34590697619	3655.41947105863	2717.27150883485	10548.167018114	10567.5562293785	6338.18168369274	7214.84352872543
PAPLN	0.0964069677790595	1.87876438174147	1761.9254530069	2800.24384188267	1354.29146803833	2303.73761491655	3598.12395981092	5061.5112157306	1613.59680370596	6496.80301524608
DSE	0.098174319806557	-2.00280928651459	9373.59898840316	7266.17394125065	5635.48699674225	4130.36326398885	2506.21092015059	3372.28278364486	4198.89319153662	2740.72218374415
PKMYT1	0.0981886906480341	3.12147004047686	49.266495374733	176.579427963803	81.724485140244	38.6996959549216	249.517034340984	200.040209062786	288.85374881156	173.913889355911
C16orf59	0.0981886906480341	5.2178659231525	6.48243360193856	65.3482922385727	47.8671984392858	43.1225183497698	311.344264089193	116.072713900629	146.086953421938	219.257774699532
PQLC3	0.0981886906480341	-1.6962073672181	3329.37789795564	3339.71485015003	4275.35806547962	4406.2368108675	1726.74620225354	2013.98506778644	2781.18571173736	2615.02204589285
BST1	0.0997916012333072	-1.94289487950392	2150.87146912321	1222.15210378097	1514.23796038423	1901.81362978472	722.053718845149	587.772466135098	1007.11460313609	1235.19039568951
RIMBP2	0.0997922895273674	4.56563718087612	206.141388541646	72.3002382213996	119.084249775784	69.1065999195029	2180.51390629842	119.777162216606	172.648217680473	1175.49717954095
FAP	0.0997922895273674	-1.85803105278214	1007.37018174125	2593.07585159443	1514.23796038423	1609.90735172474	597.295201674657	1136.03081689977	1048.063218868	752.478907411221
GFRA2	0.0998829165716946	-2.41709794764086	644.353900032692	928.779983305672	616.436116486412	1309.70828167442	243.996745970608	870.545354254715	175.96837571279	389.727824662257
TICRR	0.100529695885755	2.49279298280379	229.478149508625	186.31215233976	117.916757130923	117.204793463477	476.952915200465	374.149279913728	243.478255703231	529.777293318503
FBXW4	0.100531722147688	-1.73175219568325	4467.69323845606	5760.38244137036	5809.44340082649	9325.52101953739	3259.17825386984	2979.61126215124	3530.43470769685	4525.77893587908
MYH15	0.101448740924953	5.49428954634184	47.9700086543453	94.5464653664456	16.3448970280488	9.95135038840841	149.047786000145	129.655691059213	125.059285883932	354.141484265998
SBDS	0.101618833126457	-1.83521293805073	17590.7318222205	9713.25892720572	18951.9081040226	15403.0318428582	6778.91411882143	5418.37307016977	12599.9997326422	9474.00217065569
HPD	0.101722659243062	6.41009746815335	24.6332476873665	19.4654487519153	145.936580607579	156.457342217754	191.001977615001	540.849454132717	91.8577055607643	1300.04937092785
HBA2	0.101722659243062	-11.0977212446729	9570.66496990208	7410.77441769345	5071.58804927457	6002.8756954077	337.841648266996	37.0444831597751	3725.21731225943	1837.28831626493
FUZ	0.101829040423658	-1.88862702012998	1476.6983745216	1347.28713147185	1227.03476974852	1859.79681703366	733.0942955859	738.420030984851	856.60077233773	770.846050841548
VIM	0.101829040423658	-2.17303595717036	513092.398513759	365911.505638504	356315.252733529	630891.84195472	176808.212157091	156974.762573442	275892.958572739	249434.417382328
TM4SF18	0.102668936521155	1.92163052351145	994.405314537375	422.678315755874	2575.48877456254	1901.26077698536	3091.36148741042	927.346895099704	3873.51770436958	2550.7370438867
ARHGAP11A	0.102668936521155	3.06772079447297	72.6032563417119	499.14972156697	361.922719906795	150.928814224194	652.498085378415	718.662973299637	636.363622860716	628.500689256512
KCNK13	0.102668936521155	2.82793950587097	18.150814085428	16.6846703587845	19.8473749626307	67.4480415214348	33.1217302222545	61.7408052662919	81.897231463814	158.416612086573
CD70	0.102668936521155	-4.19608182542626	88.1610969863644	76.4714058110957	221.823602523519	342.768735600734	40.8501339407806	40.7489314757526	49.8023704847517	16.6452237337341
CISH	0.103097672456546	-3.80640212882776	7874.86033963496	11847.5063439336	1431.34598259913	3424.37023921121	733.0942955859	1152.08342626901	1252.80629752753	2086.39269903874
EXO1	0.103139897379585	7.50306445518509	2.59297344077542	104.279189742403	43.1972278598433	9.39849758905239	194.314150637227	139.53421990182	133.913040636777	161.860451479759
TRDN	0.103139897379585	-4.53929583450905	44.0805484931822	1.39038919656538	351.415286103049	96.749239887304	5.52028837037575	2.46963221065167	27.6679836026398	39.0301797894455
AC062017.1	0.104217709975207	-2.66101842246974	181.50814085428	182.140984750064	442.479712402178	249.889465308922	64.0353450963587	60.505989160966	307.667977661355	60.8411626129591
MND1	0.104309374661194	3.10485387791405	31.1156812893051	54.2251786660497	11.6749264486063	15.4798783819686	83.9083832297114	81.4978629515052	79.6837927756028	56.823349987575
GPR133	0.104472940451497	-2.0192476607967	4797.00086543453	7392.69935813811	4088.55924230192	2543.1228770377	1440.79526466807	2846.25112277605	2369.48611573008	2293.59703586212
PALM	0.104472940451497	-1.90047508692504	11056.4387514664	10170.6969728757	19696.7684114437	23050.0917635507	8756.28141309002	3674.81272944969	10469.5649952389	11626.4017913972
HSD17B13	0.104907491962793	-2.30834805176426	286.523565205684	147.38125483593	1260.89205644948	2287.70488373522	67.3475181185842	102.489736742044	418.339912071915	1463.05776887201
HBB	0.105047574960259	-11.7723105782702	43493.2400088466	35844.2334874554	27228.2634634396	28294.4534182419	1472.81293721625	123.481610532584	10771.6993761797	13814.9617257671
RP11-24B21.1	0.105244744219876	3.15739545882311	57.0454156970593	68.1290706317034	96.9018895234321	118.863351861545	86.1164985778617	409.958946968178	173.754937024578	706.561048835402
ZNF418	0.105719249801981	2.43349569969977	140.020565801873	211.339157877937	194.971271691725	238.279556522446	567.485644474627	609.999156030963	376.284576995902	374.804520625116
HIST1H2AC	0.106236624824722	2.24923632602584	1885.09169144373	1078.94201653473	2658.38075234765	2096.41781515804	9963.01645085416	1428.68223386199	3902.29240731633	5371.81548013853
CCNG2	0.106454994669933	-1.88819822275642	5097.78578456448	11662.5845807904	5462.69808530288	3756.08191882482	2895.94327909912	3657.52530397513	3043.47819629038	2957.11009228269
EME1	0.106454994669933	3.3130473878119	36.3016281708559	129.30619528058	60.7096175327527	68.5537471201468	228.539938533556	132.125323269865	268.932800617659	270.915365597327
ALPL	0.106603393076829	1.98783240948114	3357.90060580418	1658.7343115025	4471.49682981621	2916.29851660302	10325.1473679508	4639.20410770917	5305.61253564222	4456.32817478315
CEP72	0.106640543569091	2.39261060641934	134.834618920322	177.969817160368	68.8820660467771	137.66034703965	308.032091066967	386.497440966987	223.55730750933	284.116749937875
ANPEP	0.106953623755295	-2.92577446443194	8926.3110698694	3487.09610498596	5204.68221078868	8309.37757432102	841.291947645265	3293.25455290401	1858.18177875329	3311.82554978089
COX7A1	0.107326810971644	-2.29165612221436	5219.65553628093	4956.73748575557	7859.56048520176	9493.03541774227	4547.61355951554	935.990607836984	4706.87737048109	3424.89827652384
PENK	0.108021414846571	-2.76099037006811	206.141388541646	663.215646761685	256.848381869338	442.282239484818	40.8501339407806	174.109070850943	199.209481939007	185.967327232064
HAS1	0.108468368951914	-12.6570148134911	10458.7583733677	115.402303314926	4373.42744764791	8579.16974040676	612.752009111708	551.962799080649	181.501972433317	219.83174793173
C1QTNF2	0.108468368951914	-2.83564160336444	391.538989557089	1024.71683786868	567.401425402266	1018.90770921315	364.3390324448	216.092818432021	255.652168488392	184.819380767668
ABCC8	0.108569067760449	9.17621066118896	348.754927784295	152.942811622191	42.0297352149826	43.6753711491258	1481.64539860885	113.603081689977	1075.73120247064	2846.33325846853
C4A	0.109118236642191	2.34268421293641	295.598972248398	995.518664740809	232.331036327265	217.824002946273	1522.49553254963	1802.83151377572	541.185759267636	311.093491851168
CXADR	0.109466881231791	4.49514152686896	14.2613539242648	12.5135027690884	17.5123896729094	22.6669647735969	26.4973841778036	114.837897795303	26.5612642585343	332.904474674682
KIAA0907	0.109798051670051	1.77889225084141	3542.00172009923	3638.64852741159	2734.26777426359	2851.61473907837	5335.9107388052	8523.93557506425	5860.07892703912	3776.16989462885
GABARAPL1	0.110328013152051	-2.09806237830614	21707.0771594514	20876.6937864291	19910.4195654532	20415.1953218198	8133.59288491164	5678.91926839353	14260.0787488006	14353.3486175686
ESM1	0.110328013152051	8.25882574156488	18.150814085428	59.7867354523112	101.571860102875	33.7240207607174	3115.65075624008	66.6800696875952	837.786543487935	207.778310055577
CLDND2	0.110328013152051	-2.93667197332675	260.59383079793	148.771644032495	203.143720205749	252.653729305702	66.2434604445091	23.4615060011909	131.699601948566	121.10835199372
FAM134B	0.110328013152051	-2.54480132312422	4570.11568936669	7912.70491765356	2463.40948065592	1471.69415188573	1471.70887954218	1073.05519552815	1740.8695282781	1075.05186390634
DTX1	0.110918591018286	-2.10735050837609	6252.95545242993	6252.58021695449	10177.0333852501	5693.83098056768	4399.66983118947	1445.96965933656	4069.40702827627	4359.32669854174
C1R	0.111236934134089	-2.46117402555486	23325.0925864953	43362.0678732844	34781.9408756878	59501.8882362907	10906.9857621884	32278.0929932174	17074.4660408611	8981.53313743004
SOX7	0.111236934134089	-2.15063483366524	4931.83548435486	679.900317120469	2364.17260584277	6315.23752704385	1663.81491483125	701.375547825075	1199.68376901046	1725.93750921857
USP43	0.111236934134089	2.97165590794802	2.59297344077542	54.2251786660497	31.522301411237	13.2684671845445	9.93651906667636	101.254920636719	136.126479324988	39.0301797894455
RTKN2	0.111681328467133	3.68217841889541	37.5981148912436	90.3752977767495	57.2071395981708	46.9924879452619	104.885479037139	1578.09498260642	147.193672766044	83.8000919008683
AC005035.1	0.111681328467133	1.74655797483833	2462.02828201627	2566.65845685969	3557.35008889034	3588.56752061994	5955.28709396136	3873.61812240715	5120.79040517658	6367.65903800159
UBE2T	0.111681328467133	2.72783542033545	85.568123545589	204.38721189511	147.104073252439	71.870863916283	347.778167333672	271.659543171684	350.830032081473	305.927732761389
NDC80	0.111970782627524	3.87861135111297	42.7840617727945	610.3808572922	98.0693821682928	96.749239887304	461.496107763413	512.448683710223	609.802358602182	346.10585901523
TNNT3	0.113775180769791	-2.04877889536129	1483.18080812354	1457.12787800051	2317.47290004835	3930.23055062196	1233.23242194194	898.94612467721	926.324091016382	1088.25324824689
S100A13	0.113775180769791	-1.97128209575738	7596.1156947516	6970.02104238224	9711.20381995071	15482.6426459654	5205.63193326433	4594.75072791744	5436.20541824668	3970.17284711168
SLAMF6	0.113775180769791	3.57197784871694	89.4575837067521	265.564336543987	107.409323327178	169.172956602943	243.996745970608	4679.95303918492	349.723312737368	208.926256519973
RASEF	0.113783405738179	3.15393953587415	90.7540704271398	141.819698049668	53.7046616635889	23.772670372309	156.776189718671	350.687773912538	139.446637357305	232.45915904008
ARSI	0.113783405738179	-2.76548381232694	425.24764428717	93.1560761698802	128.424190934669	437.306564290614	184.37763157055	67.914885792921	29.881422290851	102.741208563393
PTPRT	0.11387825786187	3.38924147538736	84.2716368252013	258.61239056116	84.0594704299652	122.733321457037	558.653183082026	493.926442130335	696.126467442419	156.120719157782
ANXA4	0.114775755093431	-1.70478892685768	4821.6341131219	6301.24383883429	7334.18879501447	7225.78608758322	3662.15930490727	3325.35977164248	4115.8892407287	3808.31239563192
MED12L	0.115125191101211	2.71728889668762	27.2262211281419	26.4173947347422	25.6848381869338	51.4153103401101	69.5556334667345	127.186058848561	54.2292478611741	111.924780278557
SKA3	0.115127378425829	4.51076662079986	10.3718937631017	101.498411349272	59.5421248878921	8.29279199034034	176.649227852024	121.011978321932	154.940708174783	74.6165201857046
SNN	0.115127378425829	-1.87264603133094	10371.8937631017	6265.09371972359	11327.0136404378	8543.23430844863	4097.15802849289	3153.72033300219	5042.21333174509	7927.71828311501
